         7221921 function calls (6871246 primitive calls) in 34.186 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1038    0.001    0.000    0.001    0.000 /usr/lib/python2.7/rfc822.py:285(getheader)
       14    0.001    0.000    0.001    0.000 /usr/lib/python2.7/_strptime.py:295(_strptime)
     3032    0.001    0.000    0.001    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:300(append)
        1    0.000    0.000    0.001    0.001 /home/manu/src/merchise/pgi/odoo/addons/calendar/calendar.py:645(read)
     3498    0.001    0.000    0.001    0.000 /usr/lib/python2.7/collections.py:73(__iter__)
        4    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:721(add_on_change)
      416    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:257(_escape)
       24    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:2181(_inherits_join_calc)
      175    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/psutil-0.4.1-py2.7-linux-x86_64.egg/psutil/_pslinux.py:233(pid_exists)
      137    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:377(_iterate)
        1    0.000    0.000    0.001    0.001 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/test.py:181(extract_wsgi)
      858    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:1055(<genexpr>)
      149    0.001    0.000    0.001    0.000 /usr/lib/python2.7/genericpath.py:47(getsize)
        9    0.000    0.000    0.001    0.000 <string>:1(has_group)
       27    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1554(db_filter)
      496    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:763(push)
       13    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:1651(_compute_display_name)
      221    0.001    0.000    0.001    0.000 /usr/lib/python2.7/genericpath.py:38(isdir)
     1646    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:767(lang)
      461    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:265(split_for_in_conditions)
      119    0.000    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:216(isname)
      152    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:2073(__init__)
      356    0.001    0.000    0.001    0.000 /usr/lib/python2.7/posixpath.py:119(basename)
      172    0.001    0.000    0.001    0.000 /usr/lib/python2.7/BaseHTTPServer.py:460(version_string)
       26    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/query.py:82(add_join)
      151    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:2103(contains_raw)
      903    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5038(is_transient)
     1658    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/loglevels.py:34(get_encodings)
     2653    0.001    0.000    0.001    0.000 /usr/lib/python2.7/rfc822.py:209(islast)
      765    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/psycopg2-2.6.1-py2.7-linux-x86_64.egg/psycopg2/extensions.py:119(__init__)
       51    0.000    0.000    0.001    0.000 /usr/lib/python2.7/logging/__init__.py:1552(getLogger)
      197    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/local.py:73(__setattr__)
      197    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/local.py:64(__release_local__)
       46    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1164(__setitem__)
      757    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:23(<lambda>)
       73    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_internal.py:270(_cookie_parse_impl)
        1    0.000    0.000    0.001    0.001 /home/manu/src/merchise/pgi/openerp/openerp/service/server.py:776(signal_handler)
        1    0.000    0.000    0.001    0.001 /home/manu/src/merchise/pgi/odoo/addons/hr_attendance/hr_attendance.py:116(_state)
       13    0.000    0.000    0.001    0.000 /usr/lib/python2.7/glob.py:66(glob1)
       25    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:419(args)
       25    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:1604(mimetype)
       29    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5541(__or__)
     7198    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:279(<lambda>)
        9    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:158(load_document)
       25    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:250(__init__)
       51    0.000    0.000    0.001    0.000 /usr/lib/python2.7/logging/__init__.py:1010(getLogger)
     1406    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:4497(_apply_ir_rules)
      349    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:94(wsgi_encoding_dance)
     2653    0.001    0.000    0.001    0.000 /usr/lib/python2.7/rfc822.py:219(iscomment)
       25    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/misc.py:1133(__enter__)
       25    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:1599(_parse_content_type)
      535    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:665(_description_searchable)
      174    0.001    0.000    0.001    0.000 /usr/lib/python2.7/_weakrefset.py:36(__init__)
      126    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_compile.py:354(_simple)
       90    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:384(__getitem__)
     5356    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:393(<lambda>)
     2239    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:853(field_todo)
       25    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1277(set_default)
       25    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:1078(get_wsgi_headers)
      175    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/psutil-0.4.1-py2.7-linux-x86_64.egg/psutil/_psposix.py:27(pid_exists)
       25    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:1133(bind)
      679    0.001    0.000    0.001    0.000 /usr/lib/python2.7/socket.py:276(close)
        1    0.000    0.000    0.001    0.001 /home/manu/src/merchise/pgi/odoo/addons/hr_attendance/hr_attendance.py:150(_attendance_access)
       47    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1117(set)
      345    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/serving.py:74(server_version)
  238/234    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:997(__setattr__)
      498    0.001    0.000    0.001    0.000 <string>:8(__new__)
     2056    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:576(<genexpr>)
       30    0.001    0.000    0.001    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1457(__init__)
        1    0.000    0.000    0.001    0.001 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/test.py:280(__init__)
     6397    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:61(<lambda>)
    118/4    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:728(collect)
      156    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/pytz-2015.4-py2.7.egg/pytz/tzinfo.py:27(memorized_datetime)
       25    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/contrib/sessions.py:121(__init__)
     3579    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:286(<lambda>)
       34    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:282(<lambda>)
      118    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:584(check_group)
      225    0.000    0.000    0.001    0.000 /usr/lib/python2.7/HTMLParser.py:98(__init__)
       25    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:318(parse_options_header)
       25    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:676(url_decode)
        2    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/modules/db.py:141(has_unaccent)
       21    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:904(set_data)
       21    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/simplejson-3.6.5-py2.7-linux-x86_64.egg/simplejson/__init__.py:451(loads)
        1    0.000    0.000    0.001    0.001 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_users.py:551(has_group)
        3    0.000    0.000    0.001    0.000 /usr/lib/python2.7/pickle.py:1369(dump)
       33    0.000    0.000    0.001    0.000 /usr/lib/python2.7/re.py:134(match)
     1120    0.001    0.000    0.001    0.000 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:634(<genexpr>)
       40    0.001    0.000    0.001    0.000 /usr/lib/python2.7/posixpath.py:336(normpath)
       14    0.000    0.000    0.001    0.000 /usr/lib/python2.7/_strptime.py:27(_getlang)
       98    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:536(__init__)
        3    0.000    0.000    0.001    0.000 /usr/lib/python2.7/pickle.py:220(dump)
      205    0.001    0.000    0.001    0.000 /usr/lib/python2.7/logging/__init__.py:153(getLevelName)
        5    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:722(__init__)
        2    0.000    0.000    0.001    0.000 /usr/lib/python2.7/contextlib.py:153(__exit__)
     51/3    0.000    0.000    0.001    0.000 /usr/lib/python2.7/pickle.py:269(save)
        1    0.000    0.000    0.001    0.001 /home/manu/.buildout/eggs/redis-2.10.5-py2.7.egg/redis/connection.py:434(connect)
        2    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/modules/module.py:161(get_module_resource)
       70    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1180(model)
        1    0.000    0.000    0.001    0.001 /home/manu/src/merchise/pgi/odoo/addons/decimal_precision/decimal_precision.py:42(precision_get)
     1109    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:210(isident)
       25    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:319(__enter__)
      8/3    0.000    0.000    0.001    0.000 /usr/lib/python2.7/pickle.py:640(save_dict)
       53    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:1423(_postprocess_batch)
       21    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/simplejson-3.6.5-py2.7-linux-x86_64.egg/simplejson/decoder.py:363(decode)
      205    0.001    0.000    0.001    0.000 /usr/lib/python2.7/logging/__init__.py:311(getMessage)
      205    0.001    0.000    0.001    0.000 /usr/lib/python2.7/logging/__init__.py:445(usesTime)
       14    0.000    0.000    0.001    0.000 /usr/lib/python2.7/locale.py:546(getlocale)
      225    0.000    0.000    0.001    0.000 /usr/lib/python2.7/HTMLParser.py:102(reset)
      292    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:790(convert_to_display_name)
      8/3    0.000    0.000    0.001    0.000 /usr/lib/python2.7/pickle.py:655(_batch_setitems)
        1    0.000    0.000    0.001    0.001 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1059(get_context)
      151    0.001    0.000    0.001    0.000 /usr/lib/python2.7/ctypes/__init__.py:52(create_string_buffer)
       60    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:334(_tokenize)
        3    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:1395(make_conditional)
       75    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:1237(_get_wsgi_string)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/cookielib.py:1635(extract_cookies)
        2    0.000    0.000    0.001    0.000 /home/manu/src/merchise/pgi/openerp/openerp/modules/module.py:114(get_module_path)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:274(mkstemp)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:718(cookie_date)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:1276(__init__)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/local.py:136(push)
       36    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:359(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:230(_mkstemp_inner)
      408    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:1168(load_binput)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_internal.py:217(_cookie_quote)
      173    0.000    0.000    0.000    0.000 /usr/lib/python2.7/rfc822.py:454(items)
       88    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:833(_unicodify_header_value)
      173    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/serving.py:155(start_response)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/contrib/sessions.py:93(__init__)
        2    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/misc.py:302(topological_sort)
     2364    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:1238(<lambda>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python2.7/locale.py:447(_parse_localename)
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_compile.py:258(_mk_bitmap)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:1250(update)
      334    0.000    0.000    0.000    0.000 /usr/lib/python2.7/socket.py:285(__del__)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:399(stream)
      410    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:598(filter)
       21    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/simplejson-3.6.5-py2.7-linux-x86_64.egg/simplejson/decoder.py:376(raw_decode)
       93    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/exceptions.py:97(__init__)
      151    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:611(unquote_etag)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:1169(get_app_iter)
        6    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:1365(user_has_groups)
       40    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:909(get)
       25    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/service/model.py:41(check)
      389    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/orm.py:22(__instancecheck__)
       42    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:940(_get_query_and_where_params)
      452    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:90(__init__)
      205    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/cookielib.py:1555(make_cookies)
       25    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1052(_default_values)
  444/130    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/misc.py:320(visit)
    30/27    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:877(get_subclasses)
       15    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_http.py:67(_auth_method_user)
     2295    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/psycopg2-2.6.1-py2.7-linux-x86_64.egg/psycopg2/extensions.py:105(b)
        1    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/odoo/addons/hr_attendance/hr_attendance.py:137(_last_sign)
      205    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:967(name)
      379    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/modules/registry.py:96(__iter__)
       30    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:481(url_unparse)
       12    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:1375(<genexpr>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python2.7/locale.py:363(normalize)
       25    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/misc.py:1139(__exit__)
      208    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:845(add_qname)
      120    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:983(load_binunicode)
       66    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/orm.py:32(transfer_field_to_modifiers)
     1042    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:247(__len__)
        1    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:287(make_conditional)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/redis-2.10.5-py2.7.egg/redis/connection.py:457(_connect)
       11    0.000    0.000    0.000    0.000 /usr/lib/python2.7/fnmatch.py:45(filter)
      405    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:108(to_native)
     1607    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/odoo/addons/mail/mail_group_menu.py:53(<genexpr>)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:176(get_input_stream)
       30    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:76(port)
       71    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:958(__getattr__)
      720    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:4477(<genexpr>)
       48    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:1201(load_setitems)
      765    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/psycopg2-2.6.1-py2.7-linux-x86_64.egg/psycopg2/extensions.py:123(prepare)
       75    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:91(wsgi_decoding_dance)
      151    0.000    0.000    0.000    0.000 /usr/lib/python2.7/uuid.py:197(__str__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python2.7/BaseHTTPServer.py:464(date_time_string)
       51    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:219(_releaseLock)
        2    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/handlers/pbkdf2.py:65(from_string)
       20    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:980(read)
      101    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:99(to_bytes)
       10    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:228(oncall)
       27    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/contrib/sessions.py:230(get_session_filename)
        2    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/modules/module.py:84(initialize_sys_path)
        1    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/pytz-2015.4-py2.7.egg/pytz/lazy.py:146(_lazy)
      461    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:3107(check_field_access_rights)
       72    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:946(add)
      106    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:178(__init__)
        6    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1754(<lambda>)
       26    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1185(to_wsgi_list)
       66    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5742(_has_onchange)
        6    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:1816(_set_cache_value)
       23    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/query.py:70(_get_table_aliases)
      630    0.000    0.000    0.000    0.000 /usr/lib/python2.7/inspect.py:67(ismethod)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/cookielib.py:444(parse_ns_headers)
       52    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:875(__init__)
        1    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1340(session_store)
      125    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:236(setdefault)
      152    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:2131(__nonzero__)
        1    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:365(rollback)
      112    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/translate.py:171(_get_cr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib2.py:199(__init__)
       30    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:72(normalize_string_tuple)
        2    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:1144(to_html)
       28    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:64(ascii_host)
      216    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:988(load_short_binstring)
        1    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:273(get_last_modified)
       31    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:878(valid)
        6    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:1386(on_update)
       70    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:953(__init__)
       24    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:695(close)
      173    0.000    0.000    0.000    0.000 /usr/lib/python2.7/mimetools.py:50(parseplist)
     1084    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:277(<lambda>)
       27    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:863(_set_status_code)
      208    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:842(encode)
       31    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:283(<genexpr>)
       30    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:346(getchildren)
       25    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/local.py:144(pop)
       93    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:83(add)
        1    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:102(ensure_db)
      156    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:668(parse_date)
       55    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:80(try_coerce_native)
      175    0.000    0.000    0.000    0.000 /home/manu/.buildout/eggs/psutil-0.4.1-py2.7-linux-x86_64.egg/psutil/_pslinux.py:339(__init__)
       18    0.000    0.000    0.000    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_users.py:710(partition)
