         7221921 function calls (6871246 primitive calls) in 34.186 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.171    0.007 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_users.py:509(check)
    60020    0.148    0.000    0.168    0.000 /usr/lib/python2.7/threading.py:146(acquire)
     1323    0.003    0.000    0.167    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:458(new_api)
     4148    0.005    0.000    0.165    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:296(close)
        4    0.001    0.000    0.159    0.040 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:776(postprocess_and_fields)
     4148    0.071    0.000    0.159    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:300(_close)
     4092    0.008    0.000    0.158    0.000 <string>:1(precision_get)
      502    0.001    0.000    0.155    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:211(eval_str)
        5    0.002    0.000    0.141    0.028 /home/manu/src/merchise/pgi/openerp/openerp/models.py:3062(fields_get)
        1    0.000    0.000    0.140    0.140 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:1282(load)
        4    0.000    0.000    0.140    0.035 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:367(render_tag_raw)
    70476    0.057    0.000    0.139    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5502(__iter__)
      535    0.012    0.000    0.138    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:640(get_description)
     1375    0.006    0.000    0.137    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:3501(check_access_rights)
        1    0.000    0.000    0.134    0.134 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:1007(get_modules_order)
        1    0.000    0.000    0.134    0.134 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:195(module_boot)
     3797    0.092    0.000    0.131    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/safe_eval.py:155(test_expr)
    32183    0.029    0.000    0.131    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1488(null)
        1    0.000    0.000    0.129    0.129 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:829(modules)
        1    0.001    0.001    0.129    0.129 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:153(module_installed)
     2188    0.003    0.000    0.124    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:353(render_att_att)
       81    0.002    0.000    0.121    0.001 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_partner.py:598(name_get)
      472    0.038    0.000    0.121    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:202(dictfetchall)
        1    0.001    0.001    0.121    0.121 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:173(module_installed_bypass_session)
       84    0.001    0.000    0.120    0.001 /home/manu/src/merchise/pgi/odoo/addons/mail/mail_thread.py:108(get_empty_list_help)
     1014    0.002    0.000    0.120    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_translation.py:350(_get_source)
     1014    0.002    0.000    0.117    0.000 <string>:1(__get_source)
        1    0.000    0.000    0.114    0.114 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_actions.py:263(_search_view)
      536    0.001    0.000    0.113    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_menu.py:82(<lambda>)
   801258    0.109    0.000    0.109    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:692(<lambda>)
    60020    0.094    0.000    0.108    0.000 /usr/lib/python2.7/threading.py:186(release)
       25    0.000    0.000    0.101    0.004 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_http.py:64(_find_handler)
        1    0.000    0.000    0.100    0.100 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:877(load_needaction)
    81145    0.066    0.000    0.100    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5628(_cache)
        1    0.001    0.001    0.100    0.100 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_menu.py:295(get_needaction_data)
   311883    0.097    0.000    0.097    0.000 /home/manu/src/merchise/pgi/openerp/openerp/modules/registry.py:100(__getitem__)
       25    0.000    0.000    0.094    0.004 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_http.py:189(routing_map)
        1    0.000    0.000    0.089    0.089 /home/manu/src/merchise/pgi/odoo/addons/account_analytic_analysis/account_analytic_analysis.py:307(_remaining_hours_calc)
      173    0.005    0.000    0.089    0.001 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/serving.py:128(write)
     1628    0.018    0.000    0.087    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1619(convert_to_cache)
      211    0.003    0.000    0.086    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_translation.py:339(__get_source)
       13    0.001    0.000    0.085    0.007 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_actions.py:234(_views_get_fnc)
       84    0.001    0.000    0.083    0.001 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_config_parameter.py:71(get_param)
     2996    0.020    0.000    0.080    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:720(__new__)
    12444    0.037    0.000    0.079    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:479(_debug)
        6    0.000    0.000    0.077    0.013 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:734(child_of_domain)
   304384    0.077    0.000    0.077    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5498(__len__)
        1    0.004    0.004    0.073    0.073 /home/manu/src/merchise/pgi/openerp/openerp/http.py:874(routing_map)
     1778    0.007    0.000    0.070    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5258(browse)
     7681    0.042    0.000    0.070    0.000 /home/manu/src/merchise/pgi/xopgi.account/xopgi/xopgi_account_analytic_enhancement/models/account_analytic_account.py:88(<lambda>)
    40978    0.066    0.000    0.070    0.000 /home/manu/.buildout/eggs/redis-2.10.5-py2.7.egg/redis/connection.py:585(encode)
     15/5    0.000    0.000    0.069    0.014 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:752(recursive_children)
     4148    0.031    0.000    0.069    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:535(give_back)
    10395    0.029    0.000    0.068    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5533(__and__)
    27002    0.042    0.000    0.068    0.000 /usr/lib/python2.7/abc.py:128(__instancecheck__)
    18/16    0.000    0.000    0.065    0.004 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_users.py:883(read)
    18/16    0.000    0.000    0.064    0.004 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_users.py:286(read)
       80    0.001    0.000    0.064    0.001 /home/manu/src/merchise/pgi/xopgi.account/xopgi/xopgi_account/currency.py:40(name_get)
    38000    0.064    0.000    0.064    0.000 /home/manu/.buildout/eggs/passlib-1.6.2-py2.7.egg/passlib/utils/__init__.py:492(bytes_to_int)
       98    0.002    0.000    0.064    0.001 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:1121(add)
      535    0.003    0.000    0.063    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:673(_description_string)
       98    0.001    0.000    0.062    0.001 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:608(bind)
    16621    0.019    0.000    0.062    0.000 /usr/lib/python2.7/logging/__init__.py:1130(debug)
       98    0.003    0.000    0.062    0.001 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:633(compile)
    13624    0.020    0.000    0.057    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:195(__build_dict)
      140    0.002    0.000    0.056    0.000 /usr/lib/python2.7/re.py:226(_compile)
      173    0.003    0.000    0.056    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/serving.py:240(send_response)
      102    0.000    0.000    0.056    0.001 /usr/lib/python2.7/re.py:188(compile)
        8    0.000    0.000    0.054    0.007 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_needaction.py:59(_needaction_count)
      106    0.002    0.000    0.054    0.001 /usr/lib/python2.7/sre_compile.py:493(compile)
    12552    0.032    0.000    0.054    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/func.py:108(__get__)
      902    0.005    0.000    0.050    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:455(get_unaccent_wrapper)
        1    0.001    0.001    0.049    0.049 /usr/lib/python2.7/xml/etree/ElementTree.py:1120(tostring)
   137859    0.049    0.000    0.049    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:6130(_normalize_ids)
      8/7    0.000    0.000    0.049    0.007 /home/manu/src/merchise/pgi/odoo/addons/calendar/calendar.py:1764(search)
        1    0.000    0.000    0.049    0.049 /usr/lib/python2.7/xml/etree/ElementTree.py:787(write)
     6513    0.024    0.000    0.049    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5526(__sub__)
      8/7    0.000    0.000    0.049    0.007 /home/manu/src/merchise/pgi/odoo/addons/mail/mail_message.py:608(_search)
      173    0.006    0.000    0.049    0.000 /usr/lib/python2.7/BaseHTTPServer.py:232(parse_request)
    16219    0.034    0.000    0.047    0.000 /home/manu/.buildout/eggs/redis-2.10.5-py2.7.egg/redis/connection.py:908(release)
     5241    0.033    0.000    0.047    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/float_utils.py:32(float_round)
       42    0.004    0.000    0.047    0.001 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:954(get)
     1406    0.006    0.000    0.046    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:4638(_generate_order_by)
     1406    0.027    0.000    0.045    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/query.py:131(get_sql)
    16219    0.034    0.000    0.045    0.000 /home/manu/.buildout/eggs/redis-2.10.5-py2.7.egg/redis/connection.py:891(get_connection)
      173    0.001    0.000    0.044    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/serving.py:255(log_request)
      173    0.001    0.000    0.044    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/serving.py:264(log)
      205    0.002    0.000    0.043    0.000 /usr/lib/python2.7/logging/__init__.py:1252(_log)
      173    0.002    0.000    0.043    0.000 /usr/lib/python2.7/mimetools.py:24(__init__)
     3613    0.014    0.000    0.043    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:515(__init__)
    20991    0.027    0.000    0.042    0.000 /usr/lib/python2.7/logging/__init__.py:1345(isEnabledFor)
  486/240    0.002    0.000    0.040    0.000 /home/manu/src/merchise/pgi/odoo/addons/analytic/analytic.py:127(_get_one_full_name)
       32    0.000    0.000    0.040    0.001 <string>:1(_get_ids)
       32    0.003    0.000    0.040    0.001 /home/manu/src/merchise/pgi/openerp/openerp/tools/cache.py:135(lookup)
1408/1406    0.021    0.000    0.039    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:4584(_generate_order_by_inner)
      173    0.001    0.000    0.039    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_internal.py:75(_log)
     3797    0.016    0.000    0.039    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/safe_eval.py:128(assert_valid_codeobj)
    24143    0.022    0.000    0.039    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1130(convert_to_cache)
      173    0.001    0.000    0.039    0.000 /usr/lib/python2.7/rfc822.py:88(__init__)
      176    0.001    0.000    0.038    0.000 /usr/lib/python2.7/logging/__init__.py:1142(info)
      173    0.015    0.000    0.038    0.000 /usr/lib/python2.7/rfc822.py:122(readheaders)
    13624    0.037    0.000    0.037    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:196(<dictcomp>)
      498    0.002    0.000    0.037    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:371(render_tag_esc)
   2794/1    0.021    0.000    0.037    0.037 /usr/lib/python2.7/xml/etree/ElementTree.py:899(_serialize_xml)
      106    0.000    0.000    0.036    0.000 /usr/lib/python2.7/sre_parse.py:675(parse)
     9215    0.021    0.000    0.036    0.000 /usr/lib/python2.7/_weakrefset.py:58(__iter__)
  326/106    0.001    0.000    0.035    0.000 /usr/lib/python2.7/sre_parse.py:301(_parse_sub)
  326/106    0.014    0.000    0.035    0.000 /usr/lib/python2.7/sre_parse.py:379(_parse)
       25    0.001    0.000    0.035    0.001 /home/manu/src/merchise/pgi/openerp/openerp/modules/registry.py:424(check_registry_signaling)
     2932    0.004    0.000    0.035    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/local.py:335(__getattr__)
     1628    0.005    0.000    0.034    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/misc.py:1285(__init__)
        1    0.000    0.000    0.034    0.034 /home/manu/src/merchise/pgi/odoo/addons/analytic/analytic.py:119(_get_full_name)
    81145    0.034    0.000    0.034    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5974(__init__)
   120040    0.033    0.000    0.033    0.000 /usr/lib/python2.7/threading.py:63(_note)
      487    0.002    0.000    0.033    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_menu.py:139(name_get)
       17    0.000    0.000    0.033    0.002 <string>:1(xmlid_lookup)
       13    0.000    0.000    0.032    0.002 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_model.py:894(xmlid_lookup)
    118/4    0.004    0.000    0.031    0.008 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:555(postprocess)
     1385    0.005    0.000    0.031    0.000 /usr/lib/python2.7/socket.py:315(write)
     1657    0.014    0.000    0.031    0.000 /usr/lib/python2.7/collections.py:38(__init__)
      175    0.008    0.000    0.030    0.000 /home/manu/src/merchise/pgi/openerp/openerp/service/server.py:791(process_limit)
    25909    0.029    0.000    0.030    0.000 /home/manu/src/merchise/pgi/openerp/openerp/loglevels.py:58(ustr)
     1171    0.003    0.000    0.029    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5313(sudo)
      765    0.028    0.000    0.029    0.000 /home/manu/.buildout/eggs/psycopg2-2.6.1-py2.7-linux-x86_64.egg/psycopg2/extensions.py:126(getquoted)
      205    0.001    0.000    0.028    0.000 /usr/lib/python2.7/logging/__init__.py:1273(handle)
    15854    0.027    0.000    0.027    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/lru.py:64(__delitem__)
    30495    0.027    0.000    0.027    0.000 /usr/lib/python2.7/_weakrefset.py:70(__contains__)
      205    0.001    0.000    0.027    0.000 /usr/lib/python2.7/logging/__init__.py:1305(callHandlers)
     1208    0.002    0.000    0.027    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:746(__call__)
    12961    0.027    0.000    0.027    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:407(is_leaf)
     1925    0.027    0.000    0.027    0.000 /usr/lib/python2.7/socket.py:292(flush)
       20    0.001    0.000    0.027    0.001 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_translation.py:271(_get_ids)
      572    0.000    0.000    0.026    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:208(eval_object)
      205    0.001    0.000    0.026    0.000 /usr/lib/python2.7/logging/__init__.py:736(handle)
    31340    0.018    0.000    0.026    0.000 /usr/lib/python2.7/stat.py:49(S_ISREG)
      535    0.001    0.000    0.025    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:681(_description_help)
    30972    0.025    0.000    0.025    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:547(get_directory_loader)
        9    0.000    0.000    0.025    0.003 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_model.py:918(xmlid_to_res_id)
        9    0.000    0.000    0.025    0.003 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_model.py:909(xmlid_to_res_model_res_id)
     9508    0.007    0.000    0.025    0.000 /usr/lib/python2.7/threading.py:214(__exit__)
      498    0.001    0.000    0.024    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:1003(format)
    18841    0.024    0.000    0.024    0.000 /usr/lib/python2.7/encodings/utf_8.py:15(decode)
    32438    0.023    0.000    0.023    0.000 /home/manu/.buildout/eggs/redis-2.10.5-py2.7.egg/redis/connection.py:881(_checkpid)
     3408    0.002    0.000    0.023    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:349(render_attribute)
 1130/487    0.003    0.000    0.023    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_menu.py:154(_get_one_full_name)
       11    0.000    0.000    0.023    0.002 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_partner.py:648(_search)
      205    0.008    0.000    0.022    0.000 /usr/lib/python2.7/logging/__init__.py:839(emit)
      112    0.001    0.000    0.022    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/translate.py:239(__call__)
      498    0.001    0.000    0.022    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:1000(_format)
     4148    0.021    0.000    0.021    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/misc.py:283(reverse_enumerate)
     3408    0.007    0.000    0.021    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:67(_build_attribute)
      868    0.003    0.000    0.021    0.000 /usr/lib/python2.7/BaseHTTPServer.py:398(send_header)
      489    0.001    0.000    0.020    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:236(eval_bool)
     2826    0.020    0.000    0.020    0.000 /usr/lib/python2.7/socket.py:406(readline)
     4821    0.007    0.000    0.020    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/local.py:291(_get_current_object)
      175    0.001    0.000    0.019    0.000 /home/manu/src/merchise/pgi/openerp/openerp/service/server.py:69(memory_info)
       80    0.001    0.000    0.019    0.000 /home/manu/src/merchise/pgi/odoo/addons/product/pricelist.py:112(name_get)
     7213    0.019    0.000    0.019    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/cache.py:61(lru)
      173    0.010    0.000    0.019    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/serving.py:78(make_environ)
      175    0.000    0.000    0.019    0.000 /home/manu/.buildout/eggs/psutil-0.4.1-py2.7-linux-x86_64.egg/psutil/__init__.py:366(get_memory_info)
        2    0.000    0.000    0.019    0.009 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1564(db_monodb)
        2    0.000    0.000    0.018    0.009 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1550(db_list)
    16220    0.018    0.000    0.018    0.000 /home/manu/.buildout/eggs/redis-2.10.5-py2.7.egg/redis/connection.py:69(__init__)
        2    0.000    0.000    0.018    0.009 /home/manu/src/merchise/pgi/openerp/openerp/service/db.py:59(dispatch)
        2    0.000    0.000    0.018    0.009 /home/manu/src/merchise/pgi/openerp/openerp/service/db.py:307(exp_list)
      175    0.001    0.000    0.018    0.000 /home/manu/.buildout/eggs/psutil-0.4.1-py2.7-linux-x86_64.egg/psutil/_pslinux.py:319(wrapper)
      175    0.017    0.000    0.018    0.000 /home/manu/.buildout/eggs/psutil-0.4.1-py2.7-linux-x86_64.egg/psutil/_pslinux.py:461(get_memory_info)
        1    0.001    0.001    0.017    0.017 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:1519(_related_read)
    39575    0.017    0.000    0.017    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/safe_eval.py:85(_get_opcodes)
     1408    0.017    0.000    0.017    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:4492(_check_qorder)
     3613    0.003    0.000    0.017    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:624(normalize_leaf)
      292    0.001    0.000    0.017    0.000 <string>:1(check)
      106    0.001    0.000    0.016    0.000 /usr/lib/python2.7/sre_compile.py:478(_code)
     3906    0.004    0.000    0.016    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/misc.py:1306(html_escape)
     1406    0.009    0.000    0.015    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/query.py:74(_get_alias_mapping)
    20991    0.015    0.000    0.015    0.000 /usr/lib/python2.7/logging/__init__.py:1331(getEffectiveLevel)
    14456    0.015    0.000    0.015    0.000 /usr/lib/python2.7/threading.py:1152(currentThread)
     3564    0.004    0.000    0.015    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:621(is_leaf)
        2    0.000    0.000    0.015    0.007 /home/manu/src/merchise/pgi/odoo/addons/crm/crm_lead.py:972(get_empty_list_help)
     4302    0.011    0.000    0.014    0.000 /usr/lib/python2.7/contextlib.py:82(helper)
    10495    0.013    0.000    0.014    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1285(convert_to_cache)
      902    0.007    0.000    0.014    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:268(distribute_not)
     7996    0.006    0.000    0.014    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:612(is_operator)
       12    0.000    0.000    0.014    0.001 /home/manu/src/merchise/pgi/openerp/openerp/api.py:342(old_api)
     3613    0.008    0.000    0.014    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:377(normalize_leaf)
        1    0.000    0.000    0.014    0.014 /home/manu/src/merchise/pgi/odoo/addons/account_analytic_analysis/account_analytic_analysis.py:100(_analysis_all)
     5241    0.013    0.000    0.013    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/float_utils.py:24(_float_check_precision)
        4    0.013    0.003    0.013    0.003 /home/manu/.buildout/eggs/psycopg2-2.6.1-py2.7-linux-x86_64.egg/psycopg2/__init__.py:102(connect)
       25    0.001    0.000    0.013    0.001 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1419(setup_session)
     4821    0.004    0.000    0.013    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/local.py:129(_lookup)
        1    0.000    0.000    0.013    0.013 /home/manu/src/merchise/pgi/odoo/addons/im_chat/im_chat.py:406(init)
     1729    0.008    0.000    0.013    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5507(__contains__)
     3906    0.013    0.000    0.013    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/utils.py:292(escape)
        1    0.000    0.000    0.013    0.013 /home/manu/src/merchise/pgi/odoo/addons/im_chat/im_chat.py:174(init_messages)
       11    0.000    0.000    0.012    0.001 /home/manu/src/merchise/pgi/xopgi.base/xopgi/xopgi_directory/res_partner.py:94(_where_calc)
     4246    0.002    0.000    0.012    0.000 /build/buildd/python2.7-2.7.6/Modules/pyexpat.c:441(CharacterData)
        1    0.006    0.006    0.012    0.012 /usr/lib/python2.7/xml/etree/ElementTree.py:831(_namespaces)
      954    0.001    0.000    0.012    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:302(cr)
     2996    0.008    0.000    0.012    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:696(envs)
      498    0.003    0.000    0.012    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5520(__add__)
      205    0.001    0.000    0.012    0.000 /usr/lib/python2.7/logging/__init__.py:713(format)
     1063    0.006    0.000    0.012    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:91(copy)
     4116    0.011    0.000    0.011    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:359(commit)
      160    0.001    0.000    0.011    0.000 /home/manu/src/merchise/pgi/odoo/addons/analytic/analytic.py:108(name_get)
     3613    0.005    0.000    0.011    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:600(check_leaf)
      205    0.002    0.000    0.011    0.000 /home/manu/src/merchise/pgi/openerp/openerp/netsvc.py:123(format)
     7899    0.005    0.000    0.011    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1143(convert_to_cache)
    81104    0.011    0.000    0.011    0.000 /home/manu/.buildout/eggs/redis-2.10.5-py2.7.egg/redis/_compat.py:41(b)
      902    0.006    0.000    0.011    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:674(get_tables)
     1212    0.005    0.000    0.011    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1430(convert_to_cache)
  452/106    0.006    0.000    0.011    0.000 /usr/lib/python2.7/sre_compile.py:32(_compile)
        2    0.001    0.001    0.011    0.005 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:1108(parse)
       20    0.000    0.000    0.011    0.001 /home/manu/src/merchise/pgi/openerp/openerp/http.py:576(_json_response)
     4246    0.003    0.000    0.011    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1545(_data)
    11609    0.010    0.000    0.010    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:402(is_operator)
      379    0.000    0.000    0.010    0.000 /home/manu/src/merchise/pgi/openerp/openerp/modules/registry.py:137(obj_list)
    16896    0.010    0.000    0.010    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/lru.py:10(__init__)
      205    0.001    0.000    0.010    0.000 /usr/lib/python2.7/logging/__init__.py:1239(makeRecord)
      175    0.010    0.000    0.010    0.000 /home/manu/src/merchise/pgi/openerp/openerp/service/server.py:486(pipe_ping)
  110/105    0.001    0.000    0.010    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/utils.py:66(__get__)
     9556    0.010    0.000    0.010    0.000 /home/manu/src/merchise/pgi/openerp/openerp/modules/registry.py:296(registries)
     9788    0.010    0.000    0.010    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1023(convert_to_cache)
      379    0.009    0.000    0.010    0.000 /usr/lib/python2.7/_abcoll.py:389(keys)
     2233    0.004    0.000    0.010    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:559(generate_alias)
     1860    0.002    0.000    0.010    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/local.py:317(__bool__)
     2876    0.010    0.000    0.010    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:365(get_alias_from_query)
       87    0.000    0.000    0.010    0.000 /home/manu/.buildout/eggs/simplejson-3.6.5-py2.7-linux-x86_64.egg/simplejson/__init__.py:274(dumps)
      174    0.001    0.000    0.010    0.000 /home/manu/.buildout/eggs/celery-3.1.19-py2.7.egg/celery/utils/log.py:274(makeRecord)
     8766    0.009    0.000    0.009    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1508(_fixtext)
        9    0.000    0.000    0.009    0.001 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:959(translate_qweb)
      205    0.006    0.000    0.009    0.000 /usr/lib/python2.7/logging/__init__.py:242(__init__)
